Date,State_Id,TotalSamples,Negative,Positive
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
00-01-1900,0,0,0,0
