Election_id,State_id,Constituency,Candidate_name,Party,EVM_Votes,Postal _Votes,Total _Votes,Percentage_Votes,Result
3981,Maharashtra,Kalyan,HINDURAO DADU PATIL,Rashtriya Maratha Party,1236,7,1243,0.12,Lost
3982,Maharashtra,Kalyan,GAWALI PRAVIN SHIVAJI,Apni Prajahit Party,1080,2,1082,0.1,Lost
3983,Maharashtra,Kalyan,ARUN VAMAN JADHAV,Independent,1077,5,1082,0.1,Lost
3984,Maharashtra,Kalyan,SHRIDHAR NARAYAN SALVE,Bhim Sena,1068,4,1072,0.1,Lost
3985,Maharashtra,Kalyan,SHRIKANT SHIVAJI VANJARE,Peoples Party of India (Democratic),806,2,808,0.08,Lost
3986,Maharashtra,Kalyan,PRAJAKTA NILESH YELVE,Independent,780,3,783,0.07,Lost
3987,Maharashtra,Kalyan,DNYANESHWAR LOKHANDE MAHARAJ,Independent,738,3,741,0.07,Lost
3988,Maharashtra,Kalyan,ADV. HITESH JAIKISHAN JESWANI,Independent,712,3,715,0.07,Lost
3989,Maharashtra,Kalyan,MOHAMMAD YUSUF KHAN,Independent,648,5,653,0.06,Lost
3990,Maharashtra,Kalyan,RAKESH KUMAR DHISULAL JAIN,Independent,599,3,602,0.06,Lost
3991,Maharashtra,Kalyan,SHIVA KRISHNAMURTI IYER,Independent,435,2,437,0.04,Lost
3992,Maharashtra,Kalyan,SALIMUDDIN KHALILUDDIN SHAIKH,Independent,370,1,371,0.04,Lost
3993,Maharashtra,Kalyan,DR. SACHIN SAHEBRAO PATIL,Independent,346,5,351,0.03,Lost
3994,Maharashtra,Kalyan,NOTA,None of the Above,11603,83,11686,1.12,Lost
3995,Maharashtra,Kolhapur,CHHATRAPATI SHAHU SHAHAJI,Indian National Congress,750323,4199,754522,54.15,Won
3996,Maharashtra,Kolhapur,SANJAY SADASHIVRAO MANDLIK,Shiv Sena,597014,2544,599558,43.03,Lost
3997,Maharashtra,Kolhapur,SANJAY BHIKAJI MAGADE,Bahujan Samaj Party,3946,56,4002,0.29,Lost
3998,Maharashtra,Kolhapur,MUSHTAK AJIJ MULLA,Independent,3822,2,3824,0.27,Lost
3999,Maharashtra,Kolhapur,MADHURI RAJU JADHAV,Independent,3503,5,3508,0.25,Lost
4000,Maharashtra,Kolhapur,KHADE BAJIRAO NANASO,Independent,3497,15,3512,0.25,Lost
4001,Maharashtra,Kolhapur,KRUSHNABAI DIPAK CHOUGALE,Independent,3045,18,3063,0.22,Lost
4002,Maharashtra,Kolhapur,KOGALE SANDEEP BHAIRAVNATH,Desh Janhit Party,2952,23,2975,0.21,Lost
4003,Maharashtra,Kolhapur,ADV. YASH SUHAS HEGDEPATIL,Independent,2457,2,2459,0.18,Lost
4004,Maharashtra,Kolhapur,NAGNATH PUNDALIK BENAKE,Independent,1215,12,1227,0.09,Lost
4005,Maharashtra,Kolhapur,RAJANDARA BALASO KOLI,Independent,1029,15,1044,0.07,Lost
4006,Maharashtra,Kolhapur,B. T. PATIL (EX SERVICEMAN),Bharatheeya Jawan Kisan Party,1011,96,1107,0.08,Lost
4007,Maharashtra,Kolhapur,SUBHASH VAIJU DESAI,Independent,847,2,849,0.06,Lost
4008,Maharashtra,Kolhapur,MANGESH JAYSINGH PATIL,Independent,647,6,653,0.05,Lost
4009,Maharashtra,Kolhapur,SHASHIBHUSHAN JEEVANRAO DESAI,Akhil Bharat Hindu Mahasabha,636,15,651,0.05,Lost
4010,Maharashtra,Kolhapur,SANTOSH GANPATI BISURE,Apni Prajahit Party,635,4,639,0.05,Lost
4011,Maharashtra,Kolhapur,DR. SUNIL NAMDEV PATIL,National Black Panther Party,626,7,633,0.05,Lost
4012,Maharashtra,Kolhapur,KRUSHNA HANMANT DESAI,Independent,602,2,604,0.04,Lost
4013,Maharashtra,Kolhapur,IRFAN ABUTALIB CHAND,Independent,595,2,597,0.04,Lost
4014,Maharashtra,Kolhapur,MANE ARVIND BHIVA,Bhartiya Rashtriya Dal,558,12,570,0.04,Lost
4015,Maharashtra,Kolhapur,SANDEEP GUNDOPANT SANKPAL,Independent,541,3,544,0.04,Lost
4016,Maharashtra,Kolhapur,KUDARTULLA ADAM LATIF,Independent,465,2,467,0.03,Lost
4017,Maharashtra,Kolhapur,SALIM NURMUHAMAD BAGWAN,Independent,334,1,335,0.02,Lost
4018,Maharashtra,Kolhapur,NOTA,None of the Above,5932,51,5983,0.43,Lost
4019,Maharashtra,Latur,DR. KALGE SHIVAJI BANDAPPA,Indian National Congress,607030,1991,609021,49.15,Won
4020,Maharashtra,Latur,SUDHAKAR TUKARAM SHRANGARE,Bharatiya Janata Party,545240,1900,547140,44.16,Lost
4021,Maharashtra,Latur,NARSINGRAO UDGIRKAR,Vanchit Bahujan  Aaghadi,42104,121,42225,3.41,Lost
4022,Maharashtra,Latur,ATITHI KHANDERAO SURYVANSHI,Swarajya Shakti Sena,5150,28,5178,0.42,Lost
4023,Maharashtra,Latur,ALTE VISHWANATH MAHADEV,Bahujan Samaj Party,5081,40,5121,0.41,Lost
4024,Maharashtra,Latur,KAMANT MACHHINDRA GUNWANTRAO,Bahujan Bharat Party,2249,20,2269,0.18,Lost
4025,Maharashtra,Latur,ABHANG GANGARAM SURYAWANSHI,Independent,2102,1000,2102,0.17,Lost
4026,Maharashtra,Latur,DATTU SOPAN NARSINGE,Independent,2000,2,2002,0.16,Lost
4027,Maharashtra,Latur,DEEPAK KEDAR,Independent,1712,14,1726,0.14,Lost
4028,Maharashtra,Latur,UMESH AMBADAS KAMBLE,Independent,1683,8,1691,0.14,Lost
4029,Maharashtra,Latur,BANSODE RAGHUNATH WAGHOJI,Independent,1596,4,1600,0.13,Lost
4030,Maharashtra,Latur,BHARAT HARIBA NANAWARE,Peoples Party of India (Democratic),1442,7,1449,0.12,Lost
4031,Maharashtra,Latur,SHRIKANT BABURAO HOVAL,Bahujan Mukti Party,1380,2,1382,0.11,Lost
4032,Maharashtra,Latur,PRAVIN MADHAV JOHARE,Swarajya Sena (Maharashtra),1268,5,1273,0.1,Lost
4033,Maharashtra,Latur,PANCHSHIL VIKRAM KAMBLE,Independent,1232,9,1241,0.1,Lost
4034,Maharashtra,Latur,SHANKAR HARI TADAKHE,Baliraja Party,1126,2,1128,0.09,Lost
4035,Maharashtra,Latur,AMOL MALU HANMANTE,Independent,1094,5,1099,0.09,Lost
4036,Maharashtra,Latur,ADV. KASBEKAR SHRIDHAR LIMBAJI,Rashtriya Sant Sandesh Party,987,7,994,0.08,Lost
4037,Maharashtra,Latur,BALAJI SHESHRAO BANSODE,Independent,953,1,954,0.08,Lost
4038,Maharashtra,Latur,BHIKAJI GANGARAM JADHAV,Kranti Kari Jai Hind Sena,863,3,866,0.07,Lost
4039,Maharashtra,Latur,VIKAS KONDIBA SHINDE,Maharashtra Vikas Aghadi,793,8,801,0.06,Lost
4040,Maharashtra,Latur,LAKHAN RAJARAM KAMBLE,Rashtriy Bahujan Party,790,5,795,0.06,Lost
4041,Maharashtra,Latur,BALAJI TUKARAM GAIKWAD,Bharat Peoples Sena,679,4,683,0.06,Lost
4042,Maharashtra,Latur,SUDHAKAR TUKARAM SURYAWANSHI,Independent,617,3,620,0.05,Lost
4043,Maharashtra,Latur,PAPITA RAOSAHEB RANDIVE,Independent,576,5,581,0.05,Lost
4044,Maharashtra,Latur,ADV. PRADIP S. CHINCHOLIKAR,Independent,528,5,533,0.04,Lost
4045,Maharashtra,Latur,MUKESH GOVINDRAO GHODAKE,Independent,524,1,525,0.04,Lost
4046,Maharashtra,Latur,PANKAJ GOPALRAO WAKHARADAKAR,Independent,512,1,513,0.04,Lost
4047,Maharashtra,Latur,NOTA,None of the Above,3542,25,3567,0.29,Lost
4048,Maharashtra,Madha,MOHITE1000PATIL DHAIRYASHEEL RAJSINH,Nationalist Congress Party ,618566,3647,622213,48.86,Won
4049,Maharashtra,Madha,RANJEETSINGH HINDURAO NAIK NIMBALKAR,Bharatiya Janata Party,499171,2205,501376,39.37,Lost
4050,Maharashtra,Madha,ER. RAMCHANDRA MAYAPPA GHUTUKADE,New Rashtriya Samaj Party,58344,77,58421,4.59,Lost
4051,Maharashtra,Madha,BARASKAR RAMESH NAGNATH,Vanchit Bahujan  Aaghadi,20519,85,20604,1.62,Lost
4052,Maharashtra,Madha,JANKAR SWARUP DADA,Bahujan Samaj Party,7036,58,7094,0.56,Lost
4053,Maharashtra,Madha,HAKE LAXMAN SOPAN,Independent,5083,51,5134,0.4,Lost
4054,Maharashtra,Madha,SITARAM VITTHAL RANDIVE,Independent,4980,6,4986,0.39,Lost
4055,Maharashtra,Madha,DHANAJI SHRIPATI MASKE,Independent,4433,1000,4433,0.35,Lost
4056,Maharashtra,Madha,BICHUKALE SANTOSH BALASAHEB,Republican Party of India (A),4039,7,4046,0.32,Lost
4057,Maharashtra,Madha,SAWANT RAHUL SHASHIKANT,Independent,3903,6,3909,0.31,Lost
4058,Maharashtra,Madha,AWARE SIDDHESHWAR BHARAT,All India Forward Bloc,3058,9,3067,0.24,Lost
4059,Maharashtra,Madha,HANUMANT NARAYAN MANE,Independent,2862,2,2864,0.22,Lost
4060,Maharashtra,Madha,NANDU SAMBHAJI MORE,Independent,2686,1,2687,0.21,Lost
4061,Maharashtra,Madha,NAVANATH BIRA MADANE,Independent,2434,1,2435,0.19,Lost
4062,Maharashtra,Madha,GIRISH PRABHAKAR SHETE,Independent,2380,3,2383,0.19,Lost
4063,Maharashtra,Madha,ADV. JORE SACHIN BHASKAR,Independent,2344,3,2347,0.18,Lost
4064,Maharashtra,Madha,NANASAHEB RAMHARI YADAV,Independent,2213,1,2214,0.17,Lost
4065,Maharashtra,Madha,KIRAN TANAJI SATHE,Independent,2167,8,2175,0.17,Lost
4066,Maharashtra,Madha,BHAUSAHEB SUKHADEV LIGADE,Independent,2034,18,2052,0.16,Lost
4067,Maharashtra,Madha,ER. BALIRAM SUKHADEV MORE,Independent,1952,1,1953,0.15,Lost
4068,Maharashtra,Madha,KHARAT SANDIP JANARADHAN,Independent,1746,9,1755,0.14,Lost
4069,Maharashtra,Madha,NARAYAN TATOBA KALEL,Independent,1557,3,1560,0.12,Lost
4070,Maharashtra,Madha,KASHINATH KISAN DEOKATE,Independent,1276,3,1279,0.1,Lost
4071,Maharashtra,Madha,GOPAL YESHVANT JADHAV,Bharatheeya Jawan Kisan Party,1273,16,1289,0.1,Lost
4072,Maharashtra,Madha,SATYAWAN VIJAY OMBASE,Swarajya Sena (Maharashtra),1254,6,1260,0.1,Lost
4073,Maharashtra,Madha,SITAPURE VINOD DILIP,Independent,1190,1,1191,0.09,Lost
4074,Maharashtra,Madha,ASHOK DNYANDEV WAGHMODE,Independent,984,5,989,0.08,Lost
4075,Maharashtra,Madha,ANIL BHAGAVAN SHEDAGE,Independent,977,5,982,0.08,Lost
4076,Maharashtra,Madha,AMOL MADHUKAR KARADE,Independent,900,3,903,0.07,Lost
4077,Maharashtra,Madha,RASHID ISMAIL SHAIKH,Independent,842,1,843,0.07,Lost
4078,Maharashtra,Madha,MORE ROHIT RAMKRUSHNA,Independent,669,2,671,0.05,Lost
4079,Maharashtra,Madha,SARADE GANESH NAVNATH,Independent,598,3,601,0.05,Lost
4080,Maharashtra,Madha,NOTA,None of the Above,3655,47,3702,0.29,Lost
4081,Maharashtra,Maval,SHRIRANG APPA CHANDU BARNE,Shiv Sena,692101,731,692832,48.81,Won
4082,Maharashtra,Maval,SANJOG BHIKU WAGHERE PATIL,Shiv Sena (Uddhav Balasaheb Thackrey),595542,675,596217,42,Lost
4083,Maharashtra,Maval,MADHAVITAI  NARESH JOSHI,Vanchit Bahujan  Aaghadi,27745,23,27768,1.96,Lost
4084,Maharashtra,Maval,RAJARAM NARAYAN PATIL,Bahujan Samaj Party,13982,21,14003,0.99,Lost
4085,Maharashtra,Maval,ADV JYOTISHWAR VISHNU BHOSALE,Baliraja Party,10874,5,10879,0.77,Lost
4086,Maharashtra,Maval,UMAKANT RAMESHWAR MISHRA,Independent,5029,1,5030,0.35,Lost
4087,Maharashtra,Maval,SANJOG  PATIL,Independent,4828,2,4830,0.34,Lost
4088,Maharashtra,Maval,KAMBLE MARUTI APARAI,Independent,4827,2,4829,0.34,Lost
4089,Maharashtra,Maval,AJAY HANUMANT LONDHE,Independent,4766,1,4767,0.34,Lost
4090,Maharashtra,Maval,SANTOSH UBALE,Bhim Sena,3824,1,3825,0.27,Lost
4091,Maharashtra,Maval,ADHALGE LAXMAN SADASHIV,Independent,3166,1,3167,0.22,Lost
4092,Maharashtra,Maval,SUHAS MANOHAR RANE,Independent,2923,1000,2923,0.21,Lost
4093,Maharashtra,Maval,IQBAL IBRAHIM NAWDEKAR,Independent,2899,1,2900,0.2,Lost
4094,Maharashtra,Maval,DADARAO KISAN KAMBLE,Independent,2636,6,2642,0.19,Lost
4095,Maharashtra,Maval,RAHUL NIVRUTTI MADANE,Independent,2279,3,2282,0.16,Lost
4096,Maharashtra,Maval,TUSHAR DIGAMBAR LONDHE,Bahujan Bharat Party,2199,4,2203,0.16,Lost
4097,Maharashtra,Maval,RAHIM MAINUDDIN SAYYAD,Aazad Samaj Party (Kanshi Ram),2148,1,2149,0.15,Lost
4098,Maharashtra,Maval,INDRAJEET D GOND,Independent,2135,1000,2135,0.15,Lost
4099,Maharashtra,Maval,SHIVAJI KISAN JADHAV,All India Forward Bloc,1672,4,1676,0.12,Lost
4100,Maharashtra,Maval,YASHWANT VITTHAL PAWAR,Kranti Kari Jai Hind Sena,1634,4,1638,0.12,Lost
4101,Maharashtra,Maval,PRAFUL PANDIT BHOSALE,Independent,1602,1,1603,0.11,Lost
4102,Maharashtra,Maval,RAJENDRA MARUTI KATE,Independent,1417,2,1419,0.1,Lost
4103,Maharashtra,Maval,MAHESH THAKUR,Dharmarajya Paksha,1369,3,1372,0.1,Lost
4104,Maharashtra,Maval,PRASHANT RAMKRISHNA BHAGAT,Bharatheeya Jawan Kisan Party,1283,8,1291,0.09,Lost
4105,Maharashtra,Maval,PANKAJ PRABHAKAR OZARKAR,Akhil Bhartiya Parivar Party,1259,2,1261,0.09,Lost
4106,Maharashtra,Maval,MANOJ BHASKAR GARBADE,Independent,1233,1000,1233,0.09,Lost
4107,Maharashtra,Maval,HAJRAT IMAMSAB PATEL,Independent,1093,1000,1093,0.08,Lost
4108,Maharashtra,Maval,GOVIND GANGARAM HERODE,Independent,966,1000,966,0.07,Lost
4109,Maharashtra,Maval,MADHUKAR DAMODAR THORAT,Independent,905,1000,905,0.06,Lost
4110,Maharashtra,Maval,RAFIQUE RASHID QURESHI,Desh Janhit Party,829,1000,829,0.06,Lost
4111,Maharashtra,Maval,CHIMAJI DHONDIBA SHINDE,Independent,757,1000,757,0.05,Lost
4112,Maharashtra,Maval,ADV RAJU PATIL,Independent,669,1,670,0.05,Lost
4113,Maharashtra,Maval,MUKESH MANOHAR AGARWAL,Independent,546,1,547,0.04,Lost
4114,Maharashtra,Maval,NOTA,None of the Above,16729,31,16760,1.18,Lost
4115,Maharashtra,Mumbai North,PIYUSH GOYAL,Bharatiya Janata Party,678451,1695,680146,65.68,Won
4116,Maharashtra,Mumbai North,BHUSHAN PATIL,Indian National Congress,321455,1083,322538,31.15,Lost
4117,Maharashtra,Mumbai North,ADV. SONAL DIWAKAR GONDANE,Vanchit Bahujan  Aaghadi,6007,45,6052,0.58,Lost
4118,Maharashtra,Mumbai North,RAIS DOCTOR,Bahujan Samaj Party,2907,16,2923,0.28,Lost
4119,Maharashtra,Mumbai North,PANDEY DHARMENDRA RAMMURAT,Independent,1481,1000,1481,0.14,Lost
4120,Maharashtra,Mumbai North,DIPTI ASHOK WALAWALKAR,Independent,1461,11,1472,0.14,Lost
4121,Maharashtra,Mumbai North,COMRADE JAYRAM VISHWAKARMA,Socialist Unity Centre Of India (COMMUNIST),1194,1,1195,0.12,Lost
4122,Maharashtra,Mumbai North,MUNNALAL GAJRAJ PRAJAPATI,Independent,968,3,971,0.09,Lost
4123,Maharashtra,Mumbai North,LAXMAN YELLPPA KURADE,Independent,680,6,686,0.07,Lost
4124,Maharashtra,Mumbai North,ADVOCATE KAPIL K. SONI,Independent,630,3,633,0.06,Lost
4125,Maharashtra,Mumbai North,DEEPALI BHAWARSING SHEKHAWAT,Maharashtra Vikas Aghadi,621,4,625,0.06,Lost
4126,Maharashtra,Mumbai North,KAMLESH DAYABHAI VYAS,Sardar Vallabhbhai Patel Party,619,3,622,0.06,Lost
4127,Maharashtra,Mumbai North,BIPIN BACHUBHAI SHAH,Hindu Samaj Party,505,3,508,0.05,Lost
4128,Maharashtra,Mumbai North,GURUDAS RAMDAS KHAIRNAR,Independent,484,2,486,0.05,Lost
4129,Maharashtra,Mumbai North,RAVI BABU GAVLI,Samata Party,447,3,450,0.04,Lost
4130,Maharashtra,Mumbai North,JAEENDRA VASANT SURVE,Bharatheeya Jawan Kisan Party,398,7,405,0.04,Lost
4131,Maharashtra,Mumbai North,ALIEK SUNDER MESHRAM,Bharatiya Mulnivasi Aazad Party,393,3,396,0.04,Lost
4132,Maharashtra,Mumbai North,SAYED ZULFIQAR ALAM,Bahujan Maha Party,344,4,348,0.03,Lost
4133,Maharashtra,Mumbai North,SANJAY MAFATLAL MORAKHIA,Independent,210,1000,210,0.02,Lost
4134,Maharashtra,Mumbai North,NOTA,None of the Above,13248,98,13346,1.29,Lost
4135,Maharashtra,Mumbai North Central,GAIKWAD VARSHA EKNATH,Indian National Congress,444098,1447,445545,48.93,Won
4136,Maharashtra,Mumbai North Central,ADV UJWAL NIKAM,Bharatiya Janata Party,427387,1644,429031,47.12,Lost
4137,Maharashtra,Mumbai North Central,SANTOSH GANPAT AMBULGE,Vanchit Bahujan  Aaghadi,8233,55,8288,0.91,Lost
4138,Maharashtra,Mumbai North Central,AYYUB AMIN HUNGUND,Bahujan Samaj Party,3229,14,3243,0.36,Lost
4139,Maharashtra,Mumbai North Central,ANSON THOMAS,People's Party of India(secular),2207,4,2211,0.24,Lost
4140,Maharashtra,Mumbai North Central,RAMZAN ALI CHAUDHARY,All India Majlis1000E1000Ittehadul Muslimeen,1521,10,1531,0.17,Lost
4141,Maharashtra,Mumbai North Central,AJAZ MOHAMMAD SAFI KHAN,Independent,1041,1000,1041,0.11,Lost
4142,Maharashtra,Mumbai North Central,HAYATULAH ABDULAH SHAIKH,Akhil Bharatiya Muslim League (Secular),818,3,821,0.09,Lost
4143,Maharashtra,Mumbai North Central,NAZMAKHATHUN MOHAMMED ZAFAR KHAN,Independent,730,2,732,0.08,Lost
4144,Maharashtra,Mumbai North Central,SHANTARAM S DIGHE,Independent,723,10,733,0.08,Lost
4145,Maharashtra,Mumbai North Central,NARENDRA MISHRA,Independent,706,2,708,0.08,Lost
4146,Maharashtra,Mumbai North Central,ADV ASIF ALI SIDDIQUIE,Independent,681,2,683,0.08,Lost
4147,Maharashtra,Mumbai North Central,HARSHADA BABURAV JADHAV,Maharashtra Vikas Aghadi,673,17,690,0.08,Lost
4148,Maharashtra,Mumbai North Central,RAMA ARUN SABLE,Independent,626,10,636,0.07,Lost
4149,Maharashtra,Mumbai North Central,SANDEEP BHAU RAMCHANDRA JADHAV,Independent,619,4,623,0.07,Lost
4150,Maharashtra,Mumbai North Central,DR GAFFAR IBRAHIM SAYED,Independent,584,2,586,0.06,Lost
4151,Maharashtra,Mumbai North Central,ADV UTTAMKUMAR NAKUL SAJANI SAHU,Independent,554,4,558,0.06,Lost
4152,Maharashtra,Mumbai North Central,KHAN ABBAS AHMED,Bahujan Maha Party,427,1,428,0.05,Lost
4153,Maharashtra,Mumbai North Central,MUSHTAQUE HAIDER SHAIKH,Independent,405,1000,405,0.04,Lost
4154,Maharashtra,Mumbai North Central,DR ADV YASHWANT RAMBHAU KASBE,Bhartiya Jan Vikas Aaghadi,385,6,391,0.04,Lost
4155,Maharashtra,Mumbai North Central,KURBAN SHAHADAT HUSAIN,Rashtriya Ulama Council,366,1,367,0.04,Lost
4156,Maharashtra,Mumbai North Central,ABDUL TAHIR ADVOCATE BABLU RAJNIKANT,Independent,355,1000,355,0.04,Lost
4157,Maharashtra,Mumbai North Central,SHAUKAT ABDUL RAFIQ KHAN,Insaniyat Party,341,4,345,0.04,Lost
4158,Maharashtra,Mumbai North Central,RAJESH MOHAN LOKHANDE,Independent,282,7,289,0.03,Lost
4159,Maharashtra,Mumbai North Central,YUNUSALI RASHID MULLA,Independent,220,1000,220,0.02,Lost
4160,Maharashtra,Mumbai North Central,ADV FEROZ SHAIKH,Independent,180,1000,180,0.02,Lost
4161,Maharashtra,Mumbai North Central,MUZAFAR ALI SHAIKH,Independent,173,1000,173,0.02,Lost
4162,Maharashtra,Mumbai North Central,NOTA,None of the Above,9665,84,9749,1.07,Lost
4163,Maharashtra,Mumbai North East,SANJAY DINA PATIL,Shiv Sena (Uddhav Balasaheb Thackrey),448604,2333,450937,48.67,Won
4164,Maharashtra,Mumbai North East,MIHIR CHANDRAKANT KOTECHA,Bharatiya Janata Party,419589,1487,421076,45.45,Lost
4165,Maharashtra,Mumbai North East,DAULAT KADAR KHAN,Vanchit Bahujan  Aaghadi,14571,86,14657,1.58,Lost
4166,Maharashtra,Mumbai North East,NANDESH VITHAL UMAP,Bahujan Samaj Party,8217,101,8318,0.9,Lost
4167,Maharashtra,Mumbai North East,DR. SUSHMA MAURYA,Independent,2886,5,2891,0.31,Lost
4168,Maharashtra,Mumbai North East,SANJAY B. PATIL,National People's Party,2757,7,2764,0.3,Lost
4169,Maharashtra,Mumbai North East,SANJU MARUTI PAWAR,Maharashtra Vikas Aghadi,2555,27,2582,0.28,Lost
4170,Maharashtra,Mumbai North East,PROF. DR. PRASHANT GANGAWANE,Desh Janhit Party,2338,35,2373,0.26,Lost
4171,Maharashtra,Mumbai North East,PREM RAMAPATI GUPTA,Independent,1598,3,1601,0.17,Lost
4172,Maharashtra,Mumbai North East,MOHAMMED AHMED SHAIKH,Independent,1289,5,1294,0.14,Lost
4173,Maharashtra,Mumbai North East,MOHAMMAD ARMAN MOHAMMAD WASI KHAN,Rashtriya Janhit Sangharsh Party,1085,5,1090,0.12,Lost
4174,Maharashtra,Mumbai North East,VIDYA NAIK,Independent,974,5,979,0.11,Lost
4175,Maharashtra,Mumbai North East,BHOPINDER SINGH SAINI,Viro Ke Vir Indian Party,941,5,946,0.1,Lost
4176,Maharashtra,Mumbai North East,BANSODE DILIP,Independent,831,7,838,0.09,Lost
4177,Maharashtra,Mumbai North East,BHAWANI H. CHOUDHARY,Sardar Vallabhbhai Patel Party,742,4,746,0.08,Lost
4178,Maharashtra,Mumbai North East,DATTATRAY ARJUN UTEKAR,Bharatheeya Jawan Kisan Party,707,4,711,0.08,Lost
4179,Maharashtra,Mumbai North East,COMRADE SURENDRA SIBAG,All India Forward Bloc,675,3,678,0.07,Lost
4180,Maharashtra,Mumbai North East,SHAHAJI  NANAI THORAT,Independent,648,2,650,0.07,Lost
4181,Maharashtra,Mumbai North East,SANJAY SAOJI DESHPANDE,Republican Party of India,641,1000,641,0.07,Lost
4182,Maharashtra,Mumbai North East,SANJAY PATIL,Independent,520,4,524,0.06,Lost
4183,Maharashtra,Mumbai North East,NOTA,None of the Above,10088,85,10173,1.1,Lost
4184,Maharashtra,Mumbai North West,AMOL GAJANAN KIRTIKAR,Shiv Sena (Uddhav Balasaheb Thackrey),451095,1501,452596,47.4,Lost
4185,Maharashtra,Mumbai North West,RAVINDRA DATTARAM WAIKAR,Shiv Sena,451094,1550,452644,47.4,Won
4186,Maharashtra,Mumbai North West,PARMESHWAR ASHOK RANSHUR,Vanchit Bahujan  Aaghadi,10001,51,10052,1.05,Lost
4187,Maharashtra,Mumbai North West,RAJESH RAMKISAN MALLAH,Bahujan Samaj Party,4790,22,4812,0.5,Lost
4188,Maharashtra,Mumbai North West,SAMEER MORE,Independent,3171,2,3173,0.33,Lost
4189,Maharashtra,Mumbai North West,SUNIL BHIMA CHAVAN,Independent,1999,3,2002,0.21,Lost
4190,Maharashtra,Mumbai North West,BALA VENKATESH VINAYAK NADAR,Aapki Apni Party (Peoples),1756,7,1763,0.18,Lost
4191,Maharashtra,Mumbai North West,ARORA SURINDER MOHAN,Bharat Jan Aadhar Party,1667,8,1675,0.18,Lost
4192,Maharashtra,Mumbai North West,ROHAN SATONE,Independent,1476,3,1479,0.15,Lost
4193,Maharashtra,Mumbai North West,ADV. SANJEEVKUMAR APPARAV KALKORI,Independent,1184,13,1197,0.13,Lost
4194,Maharashtra,Mumbai North West,ADV. LATA PANDURANG SHINDE,Independent,1152,2,1154,0.12,Lost
4195,Maharashtra,Mumbai North West,MANOJ SHRAVAN NAYAK,Right to Recall Party,1132,17,1149,0.12,Lost
4196,Maharashtra,Mumbai North West,HRUDA DHANANJAY SHINDE,Independent,1066,12,1078,0.11,Lost
4197,Maharashtra,Mumbai North West,BHARAT KHIMJI SHAH,Hindu Samaj Party,932,5,937,0.1,Lost
4198,Maharashtra,Mumbai North West,SUSHMA DAYANAND MEHTA,Independent,875,7,882,0.09,Lost
4199,Maharashtra,Mumbai North West,ADVOCATE KAPIL KANTILAL SONI,Independent,776,4,780,0.08,Lost
4200,Maharashtra,Mumbai North West,SARIKA DABRAL,India Greens Party,760,8,768,0.08,Lost
4201,Maharashtra,Mumbai North West,GAJANAN TUKARAM SONKAMBLE,Independent,496,5,501,0.05,Lost
4202,Maharashtra,Mumbai North West,ADV MITESH VARSHNEY,Bhim Sena,492,5,497,0.05,Lost
4203,Maharashtra,Mumbai North West,HARISHANKAR YADAV,Samaj Vikas Kranti Party,398,7,405,0.04,Lost
4204,Maharashtra,Mumbai North West,SANTOSH MANIK RAYBAN,Independent,234,1000,234,0.02,Lost
4205,Maharashtra,Mumbai North West,NOTA,None of the Above,15036,125,15161,1.59,Lost
4206,Maharashtra,Mumbai South,ARVIND GANPAT SAWANT,Shiv Sena (Uddhav Balasaheb Thackrey),393735,1920,395655,51.18,Won
4207,Maharashtra,Mumbai South,YAMINI YASHWANT JADHAV,Shiv Sena,341291,1691,342982,44.36,Lost
4208,Maharashtra,Mumbai South,AFZAL S. DAWOODANI,Vanchit Bahujan  Aaghadi,5575,37,5612,0.73,Lost
4209,Maharashtra,Mumbai South,MOHAMMED SHUAIB BASHIR KHATEEB,Bahujan Samaj Party,4440,38,4478,0.58,Lost
4210,Maharashtra,Mumbai South,ARVIND NARAYAN SAWANT,Independent,3065,25,3090,0.4,Lost
4211,Maharashtra,Mumbai South,MOHD. NAEEM SHAIKH,Aim Political Party,1709,6,1715,0.22,Lost
4212,Maharashtra,Mumbai South,SABEEHA KHAN,Independent,1678,16,1694,0.22,Lost
4213,Maharashtra,Mumbai South,GOHIL MANISHA SHIVRAM,Independent,1032,13,1045,0.14,Lost
4214,Maharashtra,Mumbai South,SHANKAR SONAWANE,Independent,854,8,862,0.11,Lost
4215,Maharashtra,Mumbai South,RAHUL PHANASWADIKAR,Lokshahi Ekta Party,784,3,787,0.1,Lost
4216,Maharashtra,Mumbai South,SUBHASH RAMESH CHIPLUNKAR,Rashtriya Kisan Bahujan Party,563,4,567,0.07,Lost
4217,Maharashtra,Mumbai South,PRASHANT PRAKASH GHADGE,Independent,487,3,490,0.06,Lost
4218,Maharashtra,Mumbai South,MOHAMMED MAHTAB SHAIKH,Independent,455,3,458,0.06,Lost
4219,Maharashtra,Mumbai South,MATEEN AHMED RANGREJ,Independent,265,2,267,0.03,Lost
4220,Maharashtra,Mumbai South,NOTA,None of the Above,13290,121,13411,1.73,Lost
4221,Maharashtra,Mumbai South Central,ANIL YESHWANT DESAI,Shiv Sena (Uddhav Balasaheb Thackrey),393342,1796,395138,49.73,Won
4222,Maharashtra,Mumbai South Central,RAHUL RAMESH SHEWALE,Shiv Sena,339828,1926,341754,43.01,Lost
